name,date_utc,rocket,launchpad,success,payloads,rocket_name,launch_site,launch_region,payload_id,payload_mass_kg,year,latitude,longitude
Starlink-6,2020-04-22 19:30:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,1,['5eb0e4d1b6c3bb0006eeb255'],Falcon 9,KSC LC 39A,Florida,5eb0e4d1b6c3bb0006eeb255,15600.0,2020,28.6080585,-80.6039558
CCtCap Demo Mission 2,2020-05-30 19:22:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,1,['5eb0e4d1b6c3bb0006eeb257'],Falcon 9,KSC LC 39A,Florida,5eb0e4d1b6c3bb0006eeb257,9525.0,2020,28.6080585,-80.6039558
Starlink-7,2020-06-04 01:25:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['5eb0e4d1b6c3bb0006eeb256'],Falcon 9,CCSFS SLC 40,Florida,5eb0e4d1b6c3bb0006eeb256,15600.0,2020,,
Starlink-8 & SkySat 16-18,2020-06-13 09:21:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['5eb0e4d1b6c3bb0006eeb258'],Falcon 9,CCSFS SLC 40,Florida,5eb0e4d1b6c3bb0006eeb258,15600.0,2020,,
GPS III SV03 (Columbus),2020-06-30 19:55:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['5eb0e4d2b6c3bb0006eeb25c'],Falcon 9,CCSFS SLC 40,Florida,5eb0e4d2b6c3bb0006eeb25c,3880.0,2020,,
ANASIS-II,2020-07-20 21:30:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['5eb0e4d2b6c3bb0006eeb25b'],Falcon 9,CCSFS SLC 40,Florida,5eb0e4d2b6c3bb0006eeb25b,,2020,,
Starlink-9 (v1.0) & BlackSky Global 5-6,2020-08-07 05:12:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,1,"['5ed9858b1f30554030d45c3e', '5ee522e32f1f3d474c758123']",Falcon 9,KSC LC 39A,Florida,5ed9858b1f30554030d45c3e,15600.0,2020,28.6080585,-80.6039558
Starlink-10 (v1.0) & SkySat 19-21,2020-08-18 14:31:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['5ed9859f1f30554030d45c3f'],Falcon 9,CCSFS SLC 40,Florida,5ed9859f1f30554030d45c3f,15600.0,2020,,
"SAOCOM 1B, GNOMES-1, Tyvak-0172",2020-08-30 23:18:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['5eb0e4d1b6c3bb0006eeb259'],Falcon 9,CCSFS SLC 40,Florida,5eb0e4d1b6c3bb0006eeb259,1600.0,2020,,
Starlink-11 (v1.0),2020-09-03 12:46:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,1,['5ef6a4600059c33cee4a829e'],Falcon 9,KSC LC 39A,Florida,5ef6a4600059c33cee4a829e,15600.0,2020,28.6080585,-80.6039558
Starlink-12 (v1.0),2020-10-06 11:29:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,1,['5ef6a48e0059c33cee4a829f'],Falcon 9,KSC LC 39A,Florida,5ef6a48e0059c33cee4a829f,15600.0,2020,28.6080585,-80.6039558
Starlink-13 (v1.0),2020-10-18 12:25:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,1,['5ef6a4d50059c33cee4a82a1'],Falcon 9,KSC LC 39A,Florida,5ef6a4d50059c33cee4a82a1,15600.0,2020,28.6080585,-80.6039558
Starlink-14 (v1.0),2020-10-24 15:31:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['5ef6a4ea0059c33cee4a82a2'],Falcon 9,CCSFS SLC 40,Florida,5ef6a4ea0059c33cee4a82a2,15600.0,2020,,
GPS III SV04 (Sacagawea),2020-11-05 23:24:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['5eb0e4d2b6c3bb0006eeb25e'],Falcon 9,CCSFS SLC 40,Florida,5eb0e4d2b6c3bb0006eeb25e,3681.0,2020,,
Crew-1,2020-11-16 00:27:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,1,['5eb0e4d2b6c3bb0006eeb25f'],Falcon 9,KSC LC 39A,Florida,5eb0e4d2b6c3bb0006eeb25f,,2020,28.6080585,-80.6039558
Sentinel-6 Michael Freilich,2020-11-21 17:17:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,1,['5ed9867c1f30554030d45c40'],Falcon 9,VAFB SLC 4E,California,5ed9867c1f30554030d45c40,1440.0,2020,34.632093,-120.610829
Starlink-15 (v1.0),2020-11-25 02:13:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['5fb95c263a88ae63c9546044'],Falcon 9,CCSFS SLC 40,Florida,5fb95c263a88ae63c9546044,15600.0,2020,,
CRS-21,2020-12-06 16:17:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,1,['5eb0e4d3b6c3bb0006eeb262'],Falcon 9,KSC LC 39A,Florida,5eb0e4d3b6c3bb0006eeb262,2972.0,2020,28.6080585,-80.6039558
SXM-7,2020-12-13 17:30:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['5eb0e4d2b6c3bb0006eeb25d'],Falcon 9,CCSFS SLC 40,Florida,5eb0e4d2b6c3bb0006eeb25d,7000.0,2020,,
NROL-108,2020-12-19 14:00:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,1,['5f839ac7818d8b59f5740d48'],Falcon 9,KSC LC 39A,Florida,5f839ac7818d8b59f5740d48,,2020,28.6080585,-80.6039558
Turksat 5A,2021-01-08 02:15:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['5eb0e4d3b6c3bb0006eeb264'],Falcon 9,CCSFS SLC 40,Florida,5eb0e4d3b6c3bb0006eeb264,3500.0,2021,,
Starlink-16 (v1.0),2021-01-20 13:02:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,1,['5fbfedba54ceb10a5664c813'],Falcon 9,KSC LC 39A,Florida,5fbfedba54ceb10a5664c813,15600.0,2021,28.6080585,-80.6039558
Transporter-1,2021-01-24 15:00:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['5fd3871a7faea57d297c86c6'],Falcon 9,CCSFS SLC 40,Florida,5fd3871a7faea57d297c86c6,,2021,,
Starlink-18 (v1.0),2021-02-04 06:19:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['5ff655769257f579ee3a6c64'],Falcon 9,CCSFS SLC 40,Florida,5ff655769257f579ee3a6c64,15600.0,2021,,
Starlink-19 (v1.0),2021-02-16 03:59:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['600f9bc08f798e2a4d5f97a4'],Falcon 9,CCSFS SLC 40,Florida,600f9bc08f798e2a4d5f97a4,15600.0,2021,,
Starlink-17 (v1.0),2021-03-04 08:24:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,1,['5fbfedc654ceb10a5664c814'],Falcon 9,KSC LC 39A,Florida,5fbfedc654ceb10a5664c814,15600.0,2021,28.6080585,-80.6039558
Starlink-20 (v1.0),2021-03-11 08:13:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['600f9bcb8f798e2a4d5f97a5'],Falcon 9,CCSFS SLC 40,Florida,600f9bcb8f798e2a4d5f97a5,15600.0,2021,,
Starlink-21 (v1.0),2021-03-14 10:01:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,1,['600f9bd88f798e2a4d5f97a6'],Falcon 9,KSC LC 39A,Florida,600f9bd88f798e2a4d5f97a6,15600.0,2021,28.6080585,-80.6039558
Starlink-22 (v1.0),2021-03-24 08:28:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['60428afbc041c16716f73cdd'],Falcon 9,CCSFS SLC 40,Florida,60428afbc041c16716f73cdd,15600.0,2021,,
Starlink-23 (v1.0),2021-04-07 16:34:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['60428b02c041c16716f73cde'],Falcon 9,CCSFS SLC 40,Florida,60428b02c041c16716f73cde,15600.0,2021,,
Crew-2,2021-04-23 09:49:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,1,['5fe3b3adb3467846b3242173'],Falcon 9,KSC LC 39A,Florida,5fe3b3adb3467846b3242173,,2021,28.6080585,-80.6039558
Starlink-24 (v1.0),2021-04-29 03:44:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['605b4be3aa5433645e37d046'],Falcon 9,CCSFS SLC 40,Florida,605b4be3aa5433645e37d046,15600.0,2021,,
Starlink-25 (v1.0),2021-05-04 19:01:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,1,['605b4befaa5433645e37d047'],Falcon 9,KSC LC 39A,Florida,605b4befaa5433645e37d047,15600.0,2021,28.6080585,-80.6039558
Starlink-27 (v1.0),2021-05-09 06:42:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['6079bd5e9a06446e8c61bf7c'],Falcon 9,CCSFS SLC 40,Florida,6079bd5e9a06446e8c61bf7c,15600.0,2021,,
Starlink-26 (v1.0) + Capella-6 + Tyvak-0130,2021-05-15 22:54:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,1,"['605b4bfcaa5433645e37d048', '609f48374a12e4692eae4667', '609f49c64a12e4692eae4668']",Falcon 9,KSC LC 39A,Florida,605b4bfcaa5433645e37d048,13520.0,2021,28.6080585,-80.6039558
Starlink-28 (v1.0),2021-05-26 18:59:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['6079bd679a06446e8c61bf7d'],Falcon 9,CCSFS SLC 40,Florida,6079bd679a06446e8c61bf7d,15600.0,2021,,
CRS-22 & IROSA,2021-06-03 17:29:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,1,['5fe3b642b3467846b324217b'],Falcon 9,KSC LC 39A,Florida,5fe3b642b3467846b324217b,3328.0,2021,28.6080585,-80.6039558
SXM-8,2021-06-06 04:26:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['5fe3b57db3467846b324217a'],Falcon 9,CCSFS SLC 40,Florida,5fe3b57db3467846b324217a,7000.0,2021,,
GPS III SV05,2021-06-17 16:09:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['5eb0e4d2b6c3bb0006eeb261'],Falcon 9,CCSFS SLC 40,Florida,5eb0e4d2b6c3bb0006eeb261,3681.0,2021,,
Transporter-2,2021-06-30 19:31:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['608ac397eb3e50044e3630e7'],Falcon 9,CCSFS SLC 40,Florida,608ac397eb3e50044e3630e7,,2021,,
CRS-23,2021-08-29 07:14:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,1,['5fe3c4f2b3467846b3242193'],Falcon 9,KSC LC 39A,Florida,5fe3c4f2b3467846b3242193,,2021,28.6080585,-80.6039558
Starlink 2-1 (v1.5),2021-09-14 03:55:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,1,['60e3bf3373359e1e20335c3c'],Falcon 9,VAFB SLC 4E,California,60e3bf3373359e1e20335c3c,15600.0,2021,34.632093,-120.610829
Inspiration4,2021-09-16 00:02:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,1,['607a382f5a906a44023e0867'],Falcon 9,KSC LC 39A,Florida,607a382f5a906a44023e0867,,2021,28.6080585,-80.6039558
Crew-3,2021-11-11 02:03:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,1,['5fe3b3bab3467846b3242174'],Falcon 9,KSC LC 39A,Florida,5fe3b3bab3467846b3242174,12519.0,2021,28.6080585,-80.6039558
Starlink 4-1 (v1.5),2021-11-13 12:40:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['618fabf0563d69573ed8caa6'],Falcon 9,CCSFS SLC 40,Florida,618fabf0563d69573ed8caa6,13260.0,2021,,
DART,2021-11-24 06:20:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,1,['5fe3c4a6b3467846b3242192'],Falcon 9,VAFB SLC 4E,California,5fe3c4a6b3467846b3242192,670.0,2021,34.632093,-120.610829
Starlink 4-3 (v1.5),2021-12-01 23:20:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['6161d0f26db1a92bfba85355'],Falcon 9,CCSFS SLC 40,Florida,6161d0f26db1a92bfba85355,13260.0,2021,,
IXPE,2021-12-09 06:00:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,1,['61c1f395a4a2462678cbf46e'],Falcon 9,KSC LC 39A,Florida,61c1f395a4a2462678cbf46e,330.0,2021,28.6080585,-80.6039558
Starlink 4-4 (v1.5),2021-12-18 12:41:40+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,1,['61bbac16437241381bf70632'],Falcon 9,VAFB SLC 4E,California,61bbac16437241381bf70632,13260.0,2021,34.632093,-120.610829
Türksat 5B,2021-12-19 03:58:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['5fe3c080b3467846b3242190'],Falcon 9,CCSFS SLC 40,Florida,5fe3c080b3467846b3242190,3500.0,2021,,
CRS-24,2021-12-21 10:06:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,1,['6161d22a6db1a92bfba85357'],Falcon 9,KSC LC 39A,Florida,6161d22a6db1a92bfba85357,,2021,28.6080585,-80.6039558
Starlink 4-5 (v1.5),2022-01-06 21:49:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,1,['61d5ece4f88e4c5fc91f1ebb'],Falcon 9,KSC LC 39A,Florida,61d5ece4f88e4c5fc91f1ebb,13260.0,2022,28.6080585,-80.6039558
Transporter-3,2022-01-13 15:25:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['6175aaacefa4314085aa9c56'],Falcon 9,CCSFS SLC 40,Florida,6175aaacefa4314085aa9c56,,2022,,
Starlink 4-6 (v1.5),2022-01-19 00:04:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,1,['61e05516be8d8b66799018d4'],Falcon 9,KSC LC 39A,Florida,61e05516be8d8b66799018d4,13260.0,2022,28.6080585,-80.6039558
CSG-2,2022-01-31 23:11:12+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['6161d3a06db1a92bfba8535a'],Falcon 9,CCSFS SLC 40,Florida,6161d3a06db1a92bfba8535a,2240.0,2022,,
NROL-87,2022-02-02 20:18:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,1,['6175aaacefa4314085aa9c56'],Falcon 9,VAFB SLC 4E,California,6175aaacefa4314085aa9c56,,2022,34.632093,-120.610829
Starlink 4-7 (v1.5),2022-02-03 18:13:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,1,['61e05520be8d8b66799018d5'],Falcon 9,KSC LC 39A,Florida,61e05520be8d8b66799018d5,13260.0,2022,28.6080585,-80.6039558
Starlink 4-8 (v1.5),2022-02-21 14:44:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['61fc02e1e0dc5662b76489b4'],Falcon 9,CCSFS SLC 40,Florida,61fc02e1e0dc5662b76489b4,13260.0,2022,,
Starlink 4-11 (v1.5),2022-02-25 17:12:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,1,['61fc0334e0dc5662b76489b5'],Falcon 9,VAFB SLC 4E,California,61fc0334e0dc5662b76489b5,13260.0,2022,34.632093,-120.610829
Starlink 4-9 (v1.5),2022-03-03 14:35:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,1,['61fc0379e0dc5662b76489b6'],Falcon 9,KSC LC 39A,Florida,61fc0379e0dc5662b76489b6,13260.0,2022,28.6080585,-80.6039558
Starlink 4-10 (v1.5),2022-03-09 13:45:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['61fc0382e0dc5662b76489b7'],Falcon 9,CCSFS SLC 40,Florida,61fc0382e0dc5662b76489b7,13260.0,2022,,
Starlink 4-12 (v1.5),2022-03-19 03:24:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['623491e5f051102e1fcedac9'],Falcon 9,CCSFS SLC 40,Florida,623491e5f051102e1fcedac9,13260.0,2022,,
Transporter-4,2022-04-01 16:24:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['6243af62af52800c6e919260'],Falcon 9,CCSFS SLC 40,Florida,6243af62af52800c6e919260,,2022,,
Ax-1,2022-04-08 15:17:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,1,['61eefb129eb1064137a1bd74'],Falcon 9,KSC LC 39A,Florida,61eefb129eb1064137a1bd74,,2022,28.6080585,-80.6039558
NROL-85,2022-04-17 13:13:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,1,['6243b036af52800c6e919262'],Falcon 9,VAFB SLC 4E,California,6243b036af52800c6e919262,,2022,34.632093,-120.610829
Starlink 4-14 (v1.5),2022-04-21 15:16:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['6243af9faf52800c6e919261'],Falcon 9,CCSFS SLC 40,Florida,6243af9faf52800c6e919261,13260.0,2022,,
Crew-4,2022-04-27 07:52:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,1,['6243b1cdaf52800c6e919265'],Falcon 9,KSC LC 39A,Florida,6243b1cdaf52800c6e919265,,2022,28.6080585,-80.6039558
Starlink 4-16 (v1.5),2022-04-29 21:27:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['62582aa55988f159024b964d'],Falcon 9,CCSFS SLC 40,Florida,62582aa55988f159024b964d,13260.0,2022,,
Starlink 4-17 (v1.5),2022-05-06 09:42:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,1,['62582aad5988f159024b964e'],Falcon 9,KSC LC 39A,Florida,62582aad5988f159024b964e,13260.0,2022,28.6080585,-80.6039558
Starlink 4-13 (v1.5),2022-05-13 22:07:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,1,['625829d75988f159024b9649'],Falcon 9,VAFB SLC 4E,California,625829d75988f159024b9649,13260.0,2022,34.632093,-120.610829
Starlink 4-15 (v1.5),2022-05-14 20:40:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['625829cf5988f159024b9648'],Falcon 9,CCSFS SLC 40,Florida,625829cf5988f159024b9648,13260.0,2022,,
Starlink 4-18 (v1.5),2022-05-18 10:40:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,1,['62615ee40ec008379be596fd'],Falcon 9,KSC LC 39A,Florida,62615ee40ec008379be596fd,13260.0,2022,28.6080585,-80.6039558
Transporter-5,2022-05-25 18:27:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['6243b39daf52800c6e919267'],Falcon 9,CCSFS SLC 40,Florida,6243b39daf52800c6e919267,,2022,,
Nilesat-301,2022-06-08 21:04:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['6243b286af52800c6e919266'],Falcon 9,CCSFS SLC 40,Florida,6243b286af52800c6e919266,3938.0,2022,,
Starlink 4-19 (v1.5),2022-06-01 17:08:50+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,1,['6278484e57b51b752c5c5a63'],Falcon 9,KSC LC 39A,Florida,6278484e57b51b752c5c5a63,13260.0,2022,28.6080585,-80.6039558
SARah 1,2022-06-18 14:19:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,1,['5fe3b2abb3467846b3242172'],Falcon 9,VAFB SLC 4E,California,5fe3b2abb3467846b3242172,2200.0,2022,34.632093,-120.610829
Globalstar FM15,2022-06-19 04:27:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['62adecbcd26f4f711fa53848'],Falcon 9,CCSFS SLC 40,Florida,62adecbcd26f4f711fa53848,700.0,2022,,
SES-22,2022-06-29 21:04:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['6243b93caf52800c6e91926f'],Falcon 9,CCSFS SLC 40,Florida,6243b93caf52800c6e91926f,3500.0,2022,,
Starlink 4-21 (v1.5),2022-07-07 13:11:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['630bccc6d36448026ab01639'],Falcon 9,CCSFS SLC 40,Florida,630bccc6d36448026ab01639,13260.0,2022,,
CRS-25,2022-07-15 00:44:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,1,['6243b835af52800c6e91926d'],Falcon 9,KSC LC 39A,Florida,6243b835af52800c6e91926d,,2022,28.6080585,-80.6039558
Starlink 4-22 (v1.5),2022-07-17 14:50:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['630bce10d36448026ab0163b'],Falcon 9,CCSFS SLC 40,Florida,630bce10d36448026ab0163b,13260.0,2022,,
Starlink 3-2 (v1.5),2022-07-21 17:13:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,1,['630bce49d36448026ab0163c'],Falcon 9,VAFB SLC 4E,California,630bce49d36448026ab0163c,13260.0,2022,34.632093,-120.610829
Starlink 4-25 (v1.5),2022-07-24 00:00:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['630bce79d36448026ab0163d'],Falcon 9,CCSFS SLC 40,Florida,630bce79d36448026ab0163d,13260.0,2022,,
KPLO,2022-08-04 23:08:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['630bcfe1d36448026ab01641'],Falcon 9,CCSFS SLC 40,Florida,630bcfe1d36448026ab01641,678.0,2022,,
Starlink 4-26 (v1.5),2022-08-09 22:57:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,1,['630bcea1d36448026ab0163e'],Falcon 9,KSC LC 39A,Florida,630bcea1d36448026ab0163e,13260.0,2022,28.6080585,-80.6039558
Starlink 3-3 (v1.5),2022-08-12 21:30:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,1,['630bceb8d36448026ab01640'],Falcon 9,VAFB SLC 4E,California,630bceb8d36448026ab01640,13260.0,2022,34.632093,-120.610829
Starlink 4-27 (v1.5),2022-08-19 19:24:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['630bceadd36448026ab0163f'],Falcon 9,CCSFS SLC 40,Florida,630bceadd36448026ab0163f,13260.0,2022,,
Starlink 4-23 (v1.5),2022-08-28 02:22:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,1,['631614d7ffc78f3b85670716'],Falcon 9,KSC LC 39A,Florida,631614d7ffc78f3b85670716,13260.0,2022,28.6080585,-80.6039558
Starlink 3-4 (v1.5),2022-08-31 05:40:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,1,['630f63bf18702d4844fb5391'],Falcon 9,VAFB SLC 4E,California,630f63bf18702d4844fb5391,13260.0,2022,34.632093,-120.610829
Starlink 4-20 (v1.5) & Sherpa LTC-2/Varuna-TDM,2022-09-05 02:09:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,"['631614e9ffc78f3b85670717', '631617fbffc78f3b8567071d']",Falcon 9,CCSFS SLC 40,Florida,631614e9ffc78f3b85670717,13260.0,2022,,
Starlink 4-2 (v1.5) & Blue Walker 3,2022-09-11 01:10:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,1,"['63161610ffc78f3b85670718', '63161872ffc78f3b8567071e']",Falcon 9,KSC LC 39A,Florida,63161610ffc78f3b85670718,13260.0,2022,28.6080585,-80.6039558
Starlink 4-34 (v1.5),2022-09-17 01:05:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['63161699ffc78f3b85670719'],Falcon 9,CCSFS SLC 40,Florida,63161699ffc78f3b85670719,13260.0,2022,,
Starlink 4-35 (v1.5),2022-09-24 23:30:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,1,['631616a7ffc78f3b8567071a'],Falcon 9,CCSFS SLC 40,Florida,631616a7ffc78f3b8567071a,13260.0,2022,,
Crew-5,2022-10-05 16:00:00+00:00,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,1,['62dd73ed202306255024d145'],Falcon 9,KSC LC 39A,Florida,62dd73ed202306255024d145,,2022,28.6080585,-80.6039558
